modeling_row_id,target_row_id,target_release_timestamp_utc,target_reference_period_start,country_code,currency_code,headline_target_type,headline_indicator_key,candidate_indicator_id,candidate_indicator_key,candidate_macro_theme,best_lag_months,lag_correlation,feature_release_timestamp_utc,feature_reference_period_start,actual_value,mom_change,yoy_change,rolling_avg_3,rolling_avg_6,expanding_z_score,momentum,deviation_from_trend,standardized_surprise_score,direction_target,acceleration_target,binary_up_target,no_lookahead,processed_at
19,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,41,retail_sales_mom,Growth,4,-0.241096,2020-03-17T12:30:00+00:00,2020-02-01,-0.500000,,,-0.500000,-0.500000,,,,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
20,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,42,retail_sales_yoy,Growth,4,-0.119701,2020-03-17T12:30:00+00:00,2020-02-01,4.300000,,,4.300000,4.300000,,,,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
21,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,43,ny_empire_state_mfg,Growth,0,-0.349647,2020-03-16T12:30:00+00:00,2020-03-01,-21.500000,,,-21.500000,-21.500000,,,,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
22,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,44,philly_fed_mfg,Growth,3,-0.739471,2020-03-19T12:30:00+00:00,2020-03-01,-12.700000,,,-12.700000,-12.700000,,,,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
23,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,45,umich_consumer_sentiment,Growth,2,-0.493005,2020-04-09T14:00:00+00:00,2020-04-01,71.000000,-18.100000,,85.333333,85.333333,-4.471411,-11.300000,-21.500000,-4.471411,-1,,0,True,2026-04-24T07:51:03.322738+00:00
24,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,46,nfib_business_optimism,Growth,2,-0.749328,2020-04-07T10:00:00+00:00,2020-03-01,96.400000,-8.100000,,100.450000,100.450000,,,-8.100000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
25,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,178,continuing_jobless_claims,Labor,5,-0.337731,2020-04-09T12:30:00+00:00,2020-03-28,7455.000000,4426.000000,,4095.666667,3143.400000,8.371740,3200.000000,5389.500000,8.371740,-1,,0,True,2026-04-24T07:51:03.322738+00:00
26,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,179,jobless_claims_4week_average,Labor,6,-0.270486,2020-04-09T12:30:00+00:00,2020-04-04,4265.500000,1653.500000,,3438.750000,3438.750000,,,1653.500000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
27,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,181,ism_services_employment,Labor,4,0.460807,2020-04-03T14:00:00+00:00,2020-03-01,47.000000,-8.600000,,51.300000,51.300000,,,-8.600000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
28,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,182,new_home_sales,Growth,3,-0.187492,2020-03-24T14:00:00+00:00,2020-02-01,-4.400000,,,-4.400000,-4.400000,,,,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
29,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,184,redbook_yoy,Growth,2,-0.380519,2020-04-07T12:55:00+00:00,2020-04-04,5.300000,-1.000000,,6.900000,7.040000,-1.399348,1.800000,-2.175000,-1.399348,-1,,0,True,2026-04-24T07:51:03.322738+00:00
30,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,220,core_pce_price_index_mom,Inflation,5,0.211715,2020-03-27T12:30:00+00:00,2020-02-01,0.200000,,,0.200000,0.200000,,,,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
31,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,221,core_pce_price_index_yoy,Inflation,6,0.522915,2020-03-27T12:30:00+00:00,2020-02-01,1.800000,,,1.800000,1.800000,,,,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
32,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,222,pce_price_index_mom,Inflation,3,-0.555101,2020-03-27T12:30:00+00:00,2020-02-01,0.100000,,,0.100000,0.100000,,,,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
33,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,223,pce_price_index_yoy,Inflation,6,0.455298,2020-03-27T12:30:00+00:00,2020-02-01,1.800000,,,1.800000,1.800000,,,,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
34,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,224,core_pce_prices_qoq,Inflation,5,0.506255,2020-03-26T12:30:00+00:00,2019-10-01,1.300000,,,1.300000,1.300000,,,,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
35,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,225,pce_prices_qoq,Inflation,5,0.548539,2020-03-26T12:30:00+00:00,2019-10-01,1.400000,,,1.400000,1.400000,,,,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
36,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,226,core_ppi_mom,Inflation,4,0.408840,2020-04-09T12:30:00+00:00,2020-03-01,0.200000,0.500000,,-0.050000,-0.050000,,,0.500000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
37,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,227,export_prices_mom,Inflation,4,0.288021,2020-03-13T12:30:00+00:00,2020-02-01,-1.100000,,,-1.100000,-1.100000,,,,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
38,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,228,export_prices_yoy,Inflation,2,-0.356066,2020-03-13T12:30:00+00:00,2020-02-01,-1.300000,,,-1.300000,-1.300000,,,,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
39,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,229,michigan_inflation_expectations,Inflation,6,0.205454,2020-04-09T14:00:00+00:00,2020-04-01,2.100000,-0.100000,,2.200000,2.200000,-2.121320,0.000000,-0.150000,-2.121320,-1,,0,True,2026-04-24T07:51:03.322738+00:00
40,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,230,import_prices_mom,Inflation,4,-0.425349,2020-03-13T12:30:00+00:00,2020-02-01,-0.500000,,,-0.500000,-0.500000,,,,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
41,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,231,consumer_inflation_expectations,Inflation,6,0.307112,2020-04-06T15:00:00+00:00,2020-03-01,2.540000,0.000000,,2.540000,2.540000,,,0.000000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
42,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,235,ppi_mom,Inflation,2,0.231016,2020-04-09T12:30:00+00:00,2020-03-01,-0.200000,0.400000,,-0.400000,-0.400000,,,0.400000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
43,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,238,government_payrolls,Labor,1,0.412226,2020-04-03T12:30:00+00:00,2020-03-01,12.000000,-33.000000,,28.500000,28.500000,,,-33.000000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
44,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,239,manufacturing_payrolls,Labor,1,0.391223,2020-04-03T12:30:00+00:00,2020-03-01,-18.000000,-33.000000,,-1.500000,-1.500000,,,-33.000000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
45,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,240,private_nonfarm_payrolls,Labor,1,0.388301,2020-04-03T12:30:00+00:00,2020-03-01,-713.000000,-941.000000,,-242.500000,-242.500000,,,-941.000000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
46,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,242,average_weekly_hours,Labor,2,-0.717216,2020-04-03T12:30:00+00:00,2020-03-01,34.200000,-0.200000,,34.300000,34.300000,,,-0.200000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
47,2,2020-04-10T12:30:00+00:00,2020-03-01,US,USD,CPI,cpi_headline_yoy,243,challenger_job_cuts,Labor,6,-0.285185,2020-04-02T11:30:00+00:00,2020-03-01,222.288000,165.628000,,139.474000,139.474000,,,165.628000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
48,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,17,core_cpi_yoy,Inflation,2,0.683168,2020-04-10T12:30:00+00:00,2020-03-01,2.100000,-0.300000,,2.250000,2.250000,,,-0.300000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
49,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,18,core_cpi_mom,Inflation,2,-0.659342,2020-04-10T12:30:00+00:00,2020-03-01,-0.100000,-0.300000,,0.050000,0.050000,,,-0.300000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
50,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,20,cpi_headline_mom,Inflation,4,0.418595,2020-04-10T12:30:00+00:00,2020-03-01,-0.400000,-0.500000,,-0.150000,-0.150000,,,-0.500000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
51,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,21,ppi_yoy,Inflation,6,0.506714,2020-04-09T12:30:00+00:00,2020-03-01,0.700000,-0.600000,,1.000000,1.000000,,,-0.600000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
52,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,22,core_ppi_yoy,Inflation,4,0.566052,2020-04-09T12:30:00+00:00,2020-03-01,1.400000,0.000000,,1.400000,1.400000,,,0.000000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
53,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,24,umich_inflation_exp_5y,Inflation,3,0.305233,2020-04-24T14:00:00+00:00,2020-04-01,2.500000,0.000000,,2.433333,2.400000,1.154701,-0.200000,0.133333,1.154701,-1,,0,True,2026-04-24T07:51:03.322738+00:00
54,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,25,import_prices_yoy,Inflation,4,0.518765,2020-04-14T12:30:00+00:00,2020-03-01,-4.100000,-2.900000,,-2.650000,-2.650000,,,-2.900000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
55,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,26,nfp,Labor,1,0.392349,2020-05-08T12:30:00+00:00,2020-04-01,-20500.000000,-19799.000000,,-6976.000000,-6976.000000,-29.454555,-18825.000000,-20286.000000,-29.454555,-1,,0,True,2026-04-24T07:51:03.322738+00:00
56,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,27,unemployment_rate,Labor,2,-0.684444,2020-05-08T12:30:00+00:00,2020-04-01,14.700000,10.300000,,7.533333,7.533333,16.891995,9.400000,10.750000,16.891995,-1,,0,True,2026-04-24T07:51:03.322738+00:00
57,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,28,avg_hourly_earnings_yoy,Inflation,2,0.562317,2020-05-08T12:30:00+00:00,2020-04-01,7.900000,4.800000,,4.666667,4.666667,68.589358,4.700000,4.850000,68.589358,-1,,0,True,2026-04-24T07:51:03.322738+00:00
58,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,29,avg_hourly_earnings_mom,Inflation,1,-0.378603,2020-05-08T12:30:00+00:00,2020-04-01,4.700000,4.300000,,1.800000,1.800000,61.518290,4.200000,4.350000,61.518290,-1,,0,True,2026-04-24T07:51:03.322738+00:00
59,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,30,participation_rate,Labor,4,0.653829,2020-05-08T12:30:00+00:00,2020-04-01,60.200000,-2.500000,,62.100000,62.100000,-5.757870,-1.800000,-2.850000,-5.757870,-1,,0,True,2026-04-24T07:51:03.322738+00:00
60,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,32,adp_employment_change,Labor,5,-0.495730,2020-05-06T12:15:00+00:00,2020-04-01,-20236.000000,-20209.000000,,-10131.500000,-10131.500000,,,-20209.000000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
61,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,33,initial_jobless_claims,Labor,3,0.284603,2020-05-07T12:30:00+00:00,2020-05-02,3169.000000,-670.000000,,3811.666667,4989.000000,-0.094261,-82.000000,-2184.000000,-1.725476,-1,,0,True,2026-04-24T07:51:03.322738+00:00
62,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,34,ism_manufacturing_pmi,Growth,2,-0.704023,2020-05-01T14:00:00+00:00,2020-04-01,41.500000,-7.600000,,45.300000,45.300000,,,-7.600000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
63,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,35,ism_manufacturing_prices,Inflation,4,-0.623305,2020-05-01T14:00:00+00:00,2020-04-01,35.300000,-2.100000,,36.350000,36.350000,,,-2.100000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
64,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,36,ism_manufacturing_employment,Labor,5,-0.423803,2020-05-01T14:00:00+00:00,2020-04-01,27.500000,-16.300000,,35.650000,35.650000,,,-16.300000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
65,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,37,ism_manufacturing_new_orders,Growth,2,-0.751264,2020-05-01T14:00:00+00:00,2020-04-01,27.100000,-15.100000,,34.650000,34.650000,,,-15.100000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
66,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,41,retail_sales_mom,Growth,4,-0.241096,2020-04-15T12:30:00+00:00,2020-03-01,-8.700000,-8.200000,,-4.600000,-4.600000,,,-8.200000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
67,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,42,retail_sales_yoy,Growth,4,-0.119701,2020-04-15T12:30:00+00:00,2020-03-01,-6.200000,-10.500000,,-0.950000,-0.950000,,,-10.500000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
68,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,43,ny_empire_state_mfg,Growth,0,-0.349647,2020-04-15T12:30:00+00:00,2020-04-01,-78.200000,-56.700000,,-49.850000,-49.850000,,,-56.700000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
69,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,44,philly_fed_mfg,Growth,3,-0.739471,2020-04-16T12:30:00+00:00,2020-04-01,-56.600000,-43.900000,,-34.650000,-34.650000,,,-43.900000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
70,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,45,umich_consumer_sentiment,Growth,2,-0.493005,2020-04-24T14:00:00+00:00,2020-04-01,71.800000,0.800000,,77.300000,81.950000,-1.051521,18.900000,-13.533333,-1.051521,-1,,0,True,2026-04-24T07:51:03.322738+00:00
71,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,46,nfib_business_optimism,Growth,2,-0.749328,2020-05-12T10:00:00+00:00,2020-04-01,90.900000,-5.500000,,97.266667,97.266667,-1.667375,2.600000,-9.550000,-1.667375,-1,,0,True,2026-04-24T07:51:03.322738+00:00
72,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,178,continuing_jobless_claims,Labor,5,-0.337731,2020-05-07T12:30:00+00:00,2020-04-25,22647.000000,4655.000000,,18871.666667,13179.166667,2.206137,2639.000000,11361.400000,1.853473,-1,,0,True,2026-04-24T07:51:03.322738+00:00
73,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,179,jobless_claims_4week_average,Labor,6,-0.270486,2020-05-07T12:30:00+00:00,2020-05-02,4173.500000,-859.750000,,4997.750000,4563.208333,-0.367522,-106.500000,-467.650000,-0.367522,-1,,0,True,2026-04-24T07:51:03.322738+00:00
74,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,181,ism_services_employment,Labor,4,0.460807,2020-05-05T14:00:00+00:00,2020-04-01,30.000000,-17.000000,,44.200000,44.200000,-3.502645,-8.400000,-21.300000,-3.502645,-1,,0,True,2026-04-24T07:51:03.322738+00:00
75,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,182,new_home_sales,Growth,3,-0.187492,2020-04-23T14:00:00+00:00,2020-03-01,0.627000,5.027000,,-1.886500,-1.886500,,,5.027000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
76,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,184,redbook_yoy,Growth,2,-0.380519,2020-05-05T12:55:00+00:00,2020-05-02,-9.300000,-1.200000,,-8.100000,-2.450000,-1.674061,0.000000,-8.220000,-1.228207,-1,,0,True,2026-04-24T07:51:03.322738+00:00
77,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,220,core_pce_price_index_mom,Inflation,5,0.211715,2020-04-30T12:30:00+00:00,2020-03-01,-0.100000,-0.300000,,0.050000,0.050000,,,-0.300000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
78,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,221,core_pce_price_index_yoy,Inflation,6,0.522915,2020-04-30T12:30:00+00:00,2020-03-01,1.700000,-0.100000,,1.750000,1.750000,,,-0.100000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
79,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,222,pce_price_index_mom,Inflation,3,-0.555101,2020-04-30T12:30:00+00:00,2020-03-01,-0.300000,-0.400000,,-0.100000,-0.100000,,,-0.400000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
80,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,223,pce_price_index_yoy,Inflation,6,0.455298,2020-04-30T12:30:00+00:00,2020-03-01,1.300000,-0.500000,,1.550000,1.550000,,,-0.500000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
81,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,224,core_pce_prices_qoq,Inflation,5,0.506255,2020-04-29T12:30:00+00:00,2020-01-01,1.800000,0.500000,,1.550000,1.550000,,,0.500000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
82,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,225,pce_prices_qoq,Inflation,5,0.548539,2020-04-29T12:30:00+00:00,2020-01-01,1.300000,-0.100000,,1.350000,1.350000,,,-0.100000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
83,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,226,core_ppi_mom,Inflation,4,0.408840,2020-04-09T12:30:00+00:00,2020-03-01,0.200000,0.500000,,-0.050000,-0.050000,,,0.500000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
84,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,227,export_prices_mom,Inflation,4,0.288021,2020-04-14T12:30:00+00:00,2020-03-01,-1.600000,-0.500000,,-1.350000,-1.350000,,,-0.500000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
85,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,228,export_prices_yoy,Inflation,2,-0.356066,2020-04-14T12:30:00+00:00,2020-03-01,-3.600000,-2.300000,,-2.450000,-2.450000,,,-2.300000,,-1,,0,True,2026-04-24T07:51:03.322738+00:00
86,3,2020-05-12T12:30:00+00:00,2020-04-01,US,USD,CPI,cpi_headline_yoy,229,michigan_inflation_expectations,Inflation,6,0.205454,2020-04-24T14:00:00+00:00,2020-04-01,2.100000,0.000000,,2.133333,2.175000,-1.000000,0.100000,-0.100000,-1.000000,-1,,0,True,2026-04-24T07:51:03.322738+00:00
