target_row_id,source_release_id,indicator_id,country_code,currency_code,headline_target_type,indicator_key,indicator_name,reference_period_start,release_timestamp_utc,actual_value,prior_actual_value,direction_target,direction_label,momentum_value,prior_momentum_value,acceleration_target,acceleration_label,binary_up_target,target_quality_flags,processed_at
14,35980,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2021-11-01,2021-12-10T13:30:00+00:00,6.800000,6.200000,1,up,-0.200000,0.400000,-1,decelerating,1,[],2026-04-25T22:23:27.971269+00:00
15,37548,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2022-03-01,2022-04-12T12:30:00+00:00,8.500000,6.800000,1,up,1.100000,-0.200000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
16,37263,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2022-04-01,2022-05-11T12:30:00+00:00,8.300000,8.500000,-1,down,-1.900000,1.100000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
17,36984,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2022-05-01,2022-06-10T12:30:00+00:00,8.600000,8.300000,1,up,0.500000,-1.900000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
18,38508,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2022-09-01,2022-10-13T12:30:00+00:00,8.200000,8.600000,-1,down,-0.700000,0.500000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
19,38236,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2022-10-01,2022-11-10T13:30:00+00:00,7.700000,8.200000,-1,down,-0.100000,-0.700000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
20,37940,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2022-11-01,2022-12-13T13:30:00+00:00,7.100000,7.700000,-1,down,-0.100000,-0.100000,0,flat,0,[],2026-04-25T22:23:27.971269+00:00
21,39557,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2023-03-01,2023-04-12T12:30:00+00:00,5.000000,7.100000,-1,down,-1.500000,-0.100000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
22,39294,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2023-04-01,2023-05-10T12:30:00+00:00,4.900000,5.000000,-1,down,2.000000,-1.500000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
23,38979,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2023-05-01,2023-06-13T12:30:00+00:00,4.000000,4.900000,-1,down,-0.800000,2.000000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
24,40577,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2023-09-01,2023-10-12T12:30:00+00:00,3.700000,4.000000,-1,down,0.600000,-0.800000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
25,40243,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2023-10-01,2023-11-14T13:30:00+00:00,3.200000,3.700000,-1,down,-0.200000,0.600000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
26,39948,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2023-11-01,2023-12-12T13:30:00+00:00,3.100000,3.200000,-1,down,0.400000,-0.200000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
27,41343,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2024-04-01,2024-05-15T12:30:00+00:00,3.400000,3.100000,1,up,0.400000,0.400000,0,flat,1,[],2026-04-25T22:23:27.971269+00:00
28,41000,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2024-05-01,2024-06-12T12:30:00+00:00,3.300000,3.400000,-1,down,-0.400000,0.400000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
29,42359,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2024-10-01,2024-11-13T13:30:00+00:00,2.600000,3.300000,-1,down,-0.600000,-0.400000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
30,41976,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2024-11-01,2024-12-11T13:30:00+00:00,2.700000,2.600000,1,up,0.800000,-0.600000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
31,49289,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2025-01-01,2025-02-12T13:30:00+00:00,3.000000,2.700000,1,up,0.200000,0.800000,-1,decelerating,1,[],2026-04-25T22:23:27.971269+00:00
32,46756,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2025-02-01,2025-03-12T12:30:00+00:00,2.800000,3.000000,-1,down,-0.500000,0.200000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
33,46347,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2025-03-01,2025-04-10T12:30:00+00:00,2.400000,2.800000,-1,down,-0.200000,-0.500000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
34,43440,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2025-04-01,2025-05-13T12:30:00+00:00,2.300000,2.400000,-1,down,0.300000,-0.200000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
35,43021,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2025-05-01,2025-06-11T12:30:00+00:00,2.400000,2.300000,1,up,0.200000,0.300000,-1,decelerating,1,[],2026-04-25T22:23:27.971269+00:00
36,47857,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2025-06-01,2025-07-15T12:30:00+00:00,2.700000,2.400000,1,up,0.200000,0.200000,0,flat,1,[],2026-04-25T22:23:27.971269+00:00
37,47473,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2025-07-01,2025-08-12T12:30:00+00:00,2.700000,2.700000,0,flat,-0.300000,0.200000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
38,48577,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2025-08-01,2025-09-11T12:30:00+00:00,2.900000,2.700000,1,up,0.200000,-0.300000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
39,49562,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2025-09-01,2025-10-24T12:30:00+00:00,3.000000,2.900000,1,up,-0.100000,0.200000,-1,decelerating,1,[],2026-04-25T22:23:27.971269+00:00
40,48042,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2025-11-01,2025-12-18T13:30:00+00:00,2.700000,3.000000,-1,down,-0.400000,-0.100000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
41,49003,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2025-12-01,2026-01-13T07:30:00+00:00,2.600000,2.700000,-1,down,0.200000,-0.400000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
42,48993,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2025-12-01,2026-01-13T13:30:00+00:00,2.700000,2.600000,1,up,0.200000,0.200000,0,flat,1,[],2026-04-25T22:23:27.971269+00:00
43,44742,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2026-01-01,2026-02-13T07:30:00+00:00,2.500000,2.700000,-1,down,-0.300000,0.200000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
44,44737,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2026-01-01,2026-02-13T13:30:00+00:00,2.400000,2.500000,-1,down,0.100000,-0.300000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
45,2391,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2026-02-01,2026-03-11T12:30:00+00:00,2.400000,2.400000,0,flat,0.100000,0.100000,0,flat,0,[],2026-04-25T22:23:27.971269+00:00
46,50321,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2026-03-01,2026-04-10T12:30:00+00:00,3.300000,2.400000,1,up,0.900000,0.100000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
47,50323,19,US,USD,CPI,cpi_headline_yoy,Headline CPI (YoY),2026-03-01,2026-04-10T12:30:00+00:00,3.300000,3.300000,0,flat,-0.900000,0.900000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
48,33749,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2020-02-01,2020-03-11T12:30:00+00:00,0.100000,,,,,,,,,"[""direction_target_short_history"", ""acceleration_target_short_history""]",2026-04-25T22:23:27.971269+00:00
49,33504,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2020-03-01,2020-04-10T12:30:00+00:00,-0.400000,0.100000,-1,down,,,,,0,"[""acceleration_target_short_history""]",2026-04-25T22:23:27.971269+00:00
50,33269,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2020-04-01,2020-05-12T12:30:00+00:00,-0.800000,-0.400000,-1,down,0.100000,,,,0,"[""acceleration_target_short_history""]",2026-04-25T22:23:27.971269+00:00
51,33011,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2020-05-01,2020-06-10T12:30:00+00:00,-0.100000,-0.800000,1,up,1.100000,0.100000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
52,34796,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2020-08-01,2020-09-11T12:30:00+00:00,0.400000,-0.100000,1,up,-0.200000,1.100000,-1,decelerating,1,[],2026-04-25T22:23:27.971269+00:00
53,34530,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2020-09-01,2020-10-13T12:30:00+00:00,0.200000,0.400000,-1,down,-0.700000,-0.200000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
54,33985,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2020-11-01,2020-12-10T13:30:00+00:00,0.200000,0.200000,0,flat,0.200000,-0.700000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
55,35505,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2021-03-01,2021-04-13T12:30:00+00:00,0.600000,0.200000,1,up,0.400000,0.200000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
56,35248,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2021-04-01,2021-05-12T12:30:00+00:00,0.800000,0.600000,1,up,-0.200000,0.400000,-1,decelerating,1,[],2026-04-25T22:23:27.971269+00:00
57,34982,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2021-05-01,2021-06-10T12:30:00+00:00,0.600000,0.800000,-1,down,-0.400000,-0.200000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
58,36589,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2021-09-01,2021-10-13T12:30:00+00:00,0.400000,0.600000,-1,down,0.000000,-0.400000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
59,36288,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2021-10-01,2021-11-10T13:30:00+00:00,0.900000,0.400000,1,up,0.700000,0.000000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
60,35981,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2021-11-01,2021-12-10T13:30:00+00:00,0.800000,0.900000,-1,down,-0.600000,0.700000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
61,37547,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2022-03-01,2022-04-12T12:30:00+00:00,1.200000,0.800000,1,up,0.500000,-0.600000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
62,37262,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2022-04-01,2022-05-11T12:30:00+00:00,0.300000,1.200000,-1,down,-1.300000,0.500000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
63,36988,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2022-05-01,2022-06-10T12:30:00+00:00,1.000000,0.300000,1,up,1.600000,-1.300000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
64,38504,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2022-09-01,2022-10-13T12:30:00+00:00,0.400000,1.000000,-1,down,-1.300000,1.600000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
65,38229,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2022-10-01,2022-11-10T13:30:00+00:00,0.400000,0.400000,0,flat,0.600000,-1.300000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
66,37941,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2022-11-01,2022-12-13T13:30:00+00:00,0.100000,0.400000,-1,down,-0.300000,0.600000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
67,39558,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2023-03-01,2023-04-12T12:30:00+00:00,0.100000,0.100000,0,flat,0.300000,-0.300000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
68,39293,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2023-04-01,2023-05-10T12:30:00+00:00,0.400000,0.100000,1,up,0.300000,0.300000,0,flat,1,[],2026-04-25T22:23:27.971269+00:00
69,38982,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2023-05-01,2023-06-13T12:30:00+00:00,0.100000,0.400000,-1,down,-0.600000,0.300000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
70,40580,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2023-09-01,2023-10-12T12:30:00+00:00,0.400000,0.100000,1,up,0.600000,-0.600000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
71,39949,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2023-11-01,2023-12-12T13:30:00+00:00,0.100000,0.400000,-1,down,-0.600000,0.600000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
72,41345,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2024-04-01,2024-05-15T12:30:00+00:00,0.300000,0.100000,1,up,0.500000,-0.600000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
73,42358,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2024-10-01,2024-11-13T13:30:00+00:00,0.200000,0.300000,-1,down,-0.300000,0.500000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
74,41977,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2024-11-01,2024-12-11T13:30:00+00:00,0.300000,0.200000,1,up,0.200000,-0.300000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
75,49287,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2025-01-01,2025-02-12T13:30:00+00:00,0.500000,0.300000,1,up,0.100000,0.200000,-1,decelerating,1,[],2026-04-25T22:23:27.971269+00:00
76,46752,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2025-02-01,2025-03-12T12:30:00+00:00,0.200000,0.500000,-1,down,-0.500000,0.100000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
77,46348,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2025-03-01,2025-04-10T12:30:00+00:00,-0.100000,0.200000,-1,down,0.000000,-0.500000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
78,43436,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2025-04-01,2025-05-13T12:30:00+00:00,0.200000,-0.100000,1,up,0.600000,0.000000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
79,43025,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2025-05-01,2025-06-11T12:30:00+00:00,0.100000,0.200000,-1,down,-0.400000,0.600000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
80,47858,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2025-06-01,2025-07-15T12:30:00+00:00,0.300000,0.100000,1,up,0.300000,-0.400000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
81,47470,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2025-07-01,2025-08-12T12:30:00+00:00,0.200000,0.300000,-1,down,-0.300000,0.300000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
82,48579,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2025-08-01,2025-09-11T12:30:00+00:00,0.400000,0.200000,1,up,0.300000,-0.300000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
83,49561,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2025-09-01,2025-10-24T12:30:00+00:00,0.300000,0.400000,-1,down,-0.300000,0.300000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
84,49002,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2025-12-01,2026-01-13T07:30:00+00:00,0.200000,0.300000,-1,down,0.000000,-0.300000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
85,48997,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2025-12-01,2026-01-13T13:30:00+00:00,0.300000,0.200000,1,up,0.200000,0.000000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
86,44741,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2026-01-01,2026-02-13T07:30:00+00:00,0.300000,0.300000,0,flat,-0.100000,0.200000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
87,2387,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2026-02-01,2026-03-11T12:30:00+00:00,0.300000,0.300000,0,flat,0.000000,-0.100000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
88,46184,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2026-03-01,2026-04-10T12:30:00+00:00,0.900000,0.300000,1,up,0.600000,0.000000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
89,50322,20,US,USD,CPI,cpi_headline_mom,Headline CPI (MoM),2026-03-01,2026-04-10T12:30:00+00:00,0.900000,0.900000,0,flat,-0.600000,0.600000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
90,33772,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2020-02-01,2020-03-06T13:30:00+00:00,3.500000,,,,,,,,,"[""direction_target_short_history"", ""acceleration_target_short_history""]",2026-04-25T22:23:27.971269+00:00
91,33561,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2020-03-01,2020-04-03T12:30:00+00:00,4.400000,3.500000,1,up,,,,,1,"[""acceleration_target_short_history""]",2026-04-25T22:23:27.971269+00:00
92,33286,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2020-04-01,2020-05-08T12:30:00+00:00,14.700000,4.400000,1,up,9.400000,,,,1,"[""acceleration_target_short_history""]",2026-04-25T22:23:27.971269+00:00
93,33033,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2020-05-01,2020-06-05T12:30:00+00:00,13.300000,14.700000,-1,down,-11.700000,9.400000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
94,34606,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2020-09-01,2020-10-02T12:30:00+00:00,7.900000,13.300000,-1,down,-4.000000,-11.700000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
95,34282,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2020-10-01,2020-11-06T13:30:00+00:00,6.900000,7.900000,-1,down,4.400000,-4.000000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
96,34023,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2020-11-01,2020-12-04T13:30:00+00:00,6.700000,6.900000,-1,down,0.800000,4.400000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
97,35575,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2021-03-01,2021-04-02T12:30:00+00:00,6.000000,6.700000,-1,down,-0.500000,0.800000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
98,35275,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2021-04-01,2021-05-07T12:30:00+00:00,6.100000,6.000000,1,up,0.800000,-0.500000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
99,35022,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2021-05-01,2021-06-04T12:30:00+00:00,5.800000,6.100000,-1,down,-0.400000,0.800000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
100,36623,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2021-09-01,2021-10-08T12:30:00+00:00,4.800000,5.800000,-1,down,-0.700000,-0.400000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
101,36335,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2021-10-01,2021-11-05T12:30:00+00:00,4.600000,4.800000,-1,down,0.800000,-0.700000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
102,36038,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2021-11-01,2021-12-03T13:30:00+00:00,4.200000,4.600000,-1,down,-0.200000,0.800000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
103,37618,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2022-03-01,2022-04-01T12:30:00+00:00,3.600000,4.200000,-1,down,-0.200000,-0.200000,0,flat,0,[],2026-04-25T22:23:27.971269+00:00
104,37295,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2022-04-01,2022-05-06T12:30:00+00:00,3.600000,3.600000,0,flat,0.600000,-0.200000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
105,37031,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2022-05-01,2022-06-03T12:30:00+00:00,3.600000,3.600000,0,flat,0.000000,0.600000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
106,38547,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2022-09-01,2022-10-07T12:30:00+00:00,3.500000,3.600000,-1,down,-0.100000,0.000000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
107,38275,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2022-10-01,2022-11-04T12:30:00+00:00,3.700000,3.500000,1,up,0.300000,-0.100000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
108,38003,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2022-11-01,2022-12-02T13:30:00+00:00,3.700000,3.700000,0,flat,-0.200000,0.300000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
109,39587,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2023-03-01,2023-04-07T12:30:00+00:00,3.500000,3.700000,-1,down,-0.200000,-0.200000,0,flat,0,[],2026-04-25T22:23:27.971269+00:00
110,39326,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2023-04-01,2023-05-05T12:30:00+00:00,3.400000,3.500000,-1,down,0.100000,-0.200000,1,accelerating,0,[],2026-04-25T22:23:27.971269+00:00
111,39042,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2023-05-01,2023-06-02T12:30:00+00:00,3.700000,3.400000,1,up,0.400000,0.100000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
112,40624,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2023-09-01,2023-10-06T12:30:00+00:00,3.800000,3.700000,1,up,-0.200000,0.400000,-1,decelerating,1,[],2026-04-25T22:23:27.971269+00:00
113,40329,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2023-10-01,2023-11-03T12:30:00+00:00,3.900000,3.800000,1,up,0.000000,-0.200000,1,accelerating,1,[],2026-04-25T22:23:27.971269+00:00
114,39969,27,US,USD,UNEMPLOYMENT,unemployment_rate,Unemployment Rate,2023-11-01,2023-12-08T13:30:00+00:00,3.700000,3.900000,-1,down,-0.300000,0.000000,-1,decelerating,0,[],2026-04-25T22:23:27.971269+00:00
